Id,SalePrice
1761,156250.0
1762,137100.0
1763,168476.6666666667
1764,137405.0
1765,155040.0
1766,159550.0
1767,165850.0
1768,147440.0
1769,207850.0
1770,150850.0
1771,147440.0
1772,144940.0
1773,120685.0
1774,125950.0
1775,142470.0
1776,136100.0
1777,116849.3
1778,127610.0
1779,131190.0
1780,208940.0
1781,126662.5
1782,108157.5
1783,150780.0
1784,115140.0
1785,139950.0
1786,103565.0
1787,160490.0
1788,61231.1
1789,114450.0
1790,75855.0
1791,192853.3333333333
1792,161200.0
1793,167506.6666666667
1794,154770.0
1795,151025.0
1796,130150.0
1797,120370.0
1798,135770.0
1799,121540.0
1800,138995.0
1801,107970.0
1802,134870.0
1803,149170.0
1804,137471.0
1805,146570.0
1806,123070.0
1807,170030.0
1808,168140.0
1809,138618.7
1810,139770.0
1811,104220.0
1812,127200.0
1813,118290.0
1814,74760.0
1815,54852.2
1816,104500.0
1817,96550.0
1818,137552.5
1819,123550.4
1820,64730.0
1821,131590.0
1822,139560.0
1823,90850.0
1824,123140.0
1825,126013.4
1826,105450.0
1827,107000.0
1828,128243.4
1829,107700.0
1830,134420.0
1831,155350.0
1832,122010.0
1833,155875.0
1834,107467.9
1835,164810.0
1836,124900.0
1837,93480.0
1838,162615.0
1839,70060.0
1840,140150.0
1841,180700.0
1842,123650.0
1843,154450.0
1844,149000.0
1845,146820.0
1846,159350.0
1847,136050.0
1848,65314.4
1849,139185.0
1850,89980.0
1851,125090.0
1852,117080.0
1853,129485.0
1854,178310.0
1855,163400.0
1856,259870.0
1857,144940.0
1858,121078.8
1859,121078.8
1860,141289.1
1861,122832.4
1862,220990.0
1863,201000.0
1864,201000.0
1865,380649.6
1866,341067.8
1867,245787.0
1868,269700.0
1869,197966.85
1870,245170.0
1871,321570.0
1872,181080.0
1873,254730.0
1874,137000.0
1875,231090.0
1876,190200.0
1877,217744.1
1878,212964.1
1879,184900.0
1880,126896.0
1881,214890.0
1882,295441.9
1883,194698.0
1884,212650.0
1885,271088.5
1886,276371.3
1887,191800.0
1888,258235.0
1889,171420.8
1890,130900.0
1891,148960.0
1892,101585.0
1893,134700.0
1894,122350.0
1895,138440.0
1896,123230.0
1897,138670.0
1898,108650.0
1899,151915.0
1900,160500.0
1901,126900.0
1902,154690.0
1903,233880.0
1904,138080.0
1905,157400.0
1906,161900.0
1907,175800.0
1908,120700.0
1909,123700.0
1910,120700.0
1911,157290.0
1912,266450.0
1913,124660.0
1914,73990.0
1915,278600.0
1916,70680.0
1917,282200.0
1918,183080.0
1919,178730.0
1920,111100.0
1921,386762.2
1922,321431.2
1923,187190.0
1924,260690.0
1925,230171.4
1926,297850.0
1927,156020.0
1928,167295.0
1929,122150.0
1930,166700.0
1931,137150.0
1932,161800.0
1933,180800.0
1934,189200.0
1935,189150.0
1936,203450.0
1937,228100.0
1938,176728.0
1939,242800.0
1940,200300.0
1941,181050.0
1942,212170.0
1943,224650.0
1944,293951.3
1945,346800.0
1946,197900.0
1947,312966.6
1948,152300.0
1949,246750.0
1950,219200.0
1951,256800.0
1952,222890.0
1953,153320.0
1954,195450.0
1955,136600.0
1956,198740.0
1957,164979.0
1958,290850.0
1959,130800.0
1960,119810.0
1961,122290.0
1962,99650.0
1963,99856.66666666666
1964,118650.0
1965,150440.0
1966,154310.0
1967,304533.0
1968,255048.6
1969,326752.2
1970,351195.6
1971,376936.9
1972,363852.6
1973,270735.4
1974,275360.0
1975,358497.2
1976,266775.0
1977,345715.4
1978,325700.0
1979,308500.2
1980,227340.0
1981,317706.0
1982,250950.0
1983,250950.0
1984,159800.0
1985,179964.3
1986,177450.0
1987,166581.8
1988,193999.0
1989,200900.0
1990,223900.0
1991,193110.0
1992,219140.0
1993,204900.0
1994,224240.0
1995,196850.0
1996,279050.0
1997,327519.2
1998,288590.0
1999,261811.0
2000,283525.6
2001,260900.0
2002,229994.8
2003,187707.7
2004,289781.3
2005,219100.0
2006,214886.8
2007,278835.0
2008,193735.0
2009,191278.0
2010,229827.2
2011,153250.0
2012,187967.0
2013,177286.4
2014,185450.0
2015,261570.0
2016,186688.0
2017,174180.0
2018,121550.0
2019,124545.0
2020,135200.0
2021,115400.0
2022,179790.0
2023,161510.0
2024,202700.0
2025,421616.8
2026,167042.0
2027,158788.3
2028,154243.0
2029,173083.33333333334
2030,327310.0
2031,318530.0
2032,318530.0
2033,327310.0
2034,165720.0
2035,242850.0
2036,191250.0
2037,191250.0
2038,342490.0
2039,253230.0
2040,423907.4
2041,258800.0
2042,209450.0
2043,183580.0
2044,189595.0
2045,264780.0
2046,108000.0
2047,134500.0
2048,123188.3
2049,128310.0
2050,208528.6
2051,131335.0
2052,130350.0
2053,141080.0
2054,88810.0
2055,125640.0
2056,123190.0
2057,119960.0
2058,212639.4
2059,141350.0
2060,157450.0
2061,136950.0
2062,119390.0
2063,122950.0
2064,145440.0
2065,120750.0
2066,174100.0
2067,135700.0
2068,121700.0
2069,103450.0
2070,108400.0
2071,85870.0
2072,148390.0
2073,136550.0
2074,182740.0
2075,150400.0
2076,125570.0
2077,138995.0
2078,144495.0
2079,122770.0
2080,127712.5
2081,129820.0
2082,138610.0
2083,125950.0
2084,115530.0
2085,137090.0
2086,178805.4
2087,124300.0
2088,89285.0
2089,87600.0
2090,132510.4
2091,110615.0
2092,114700.0
2093,109400.0
2094,147960.0
2095,194500.0
2096,103885.0
2097,96535.0
2098,104499.3
2099,61294.4
2100,97530.0
2101,139220.0
2102,150380.0
2103,95650.0
2104,154660.0
2105,106090.0
2106,78150.0
2107,196467.9
2108,131295.0
2109,125995.8
2110,101900.0
2111,186845.0
2112,128250.0
2113,128430.2
2114,117830.4
2115,137450.0
2116,110950.0
2117,133460.0
2118,131065.0
2119,126910.0
2120,99100.0
2121,84444.2
2122,109190.0
2123,127723.4
2124,148070.0
2125,110030.0
2126,138730.0
2127,130825.0
2128,114608.7
2129,98650.0
2130,155750.0
2131,152295.0
2132,127200.0
2133,101640.0
2134,114200.0
2135,109700.0
2136,101280.0
2137,124950.0
2138,138500.0
2139,156770.0
2140,158750.0
2141,135200.0
2142,160500.0
2143,132206.0
2144,137490.0
2145,134400.0
2146,184920.0
2147,152590.0
2148,120100.0
2149,134750.0
2150,236000.0
2151,135030.0
2152,168640.0
2153,125000.0
2154,135550.0
2155,160100.0
2156,209175.0
2157,224554.0
2158,281900.0
2159,262574.0
2160,203002.3
2161,272042.4
2162,298932.4
2163,337900.5
2164,295270.0
2165,167506.6666666667
2166,137000.0
2167,182987.0
2168,177550.0
2169,205200.0
2170,225680.0
2171,140940.0
2172,127325.0
2173,142880.0
2174,239420.0
2175,303919.2
2176,294974.6
2177,237500.0
2178,291240.0
2179,145575.3333333333
2180,189130.0
2181,211860.0
2182,194988.7
2183,196037.9
2184,145800.0
2185,155490.0
2186,136075.0
2187,171430.0
2188,130200.0
2189,161740.0
2190,95085.0
2191,124137.5
2192,124480.0
2193,113450.0
2194,177730.0
2195,112005.0
2196,122970.0
2197,98180.0
2198,175150.0
2199,153290.0
2200,139650.0
2201,148660.0
2202,208760.0
2203,151747.5
2204,158050.0
2205,113600.0
2206,116620.0
2207,261600.0
2208,203130.0
2209,163130.0
2210,119500.0
2211,105790.0
2212,133300.0
2213,146380.0
2214,122900.0
2215,108600.0
2216,125900.0
2217,96492.2
2218,90960.0
2219,85660.0
2220,73550.0
2221,278600.0
2222,171973.0
2223,223211.5
2224,221265.0
2225,182470.0
2226,139750.0
2227,207923.4
2228,302759.3
2229,317096.7
2230,154100.0
2231,212718.1
2232,210100.0
2233,188840.0
2234,248190.0
2235,167340.0
2236,319380.0
2237,353520.0
2238,193830.0
2239,143900.0
2240,156012.5
2241,134518.2
2242,130355.0
2243,123175.0
2244,81450.0
2245,82300.0
2246,163400.0
2247,104125.0
2248,135750.0
2249,136417.4
2250,156680.0
2251,170490.0
2252,161665.0
2253,191300.0
2254,177490.0
2255,185740.0
2256,176840.0
2257,183940.0
2258,178430.0
2259,183530.0
2260,170400.0
2261,199300.0
2262,199500.0
2263,328788.9
2264,344645.1
2265,189565.0
2266,310254.4
2267,308526.3
2268,393272.4
2269,151600.0
2270,179720.0
2271,167540.0
2272,231756.0
2273,156810.0
2274,159998.0
2275,154600.0
2276,147940.0
2277,156165.0
2278,131500.0
2279,122050.0
2280,138068.2
2281,176950.0
2282,180825.0
2283,135700.0
2284,131740.0
2285,161470.0
2286,119290.0
2287,283550.0
2288,275455.6
2289,274540.0
2290,342863.2
2291,374549.7
2292,431250.0
2293,345757.6
2294,379120.1
2295,458617.4
2296,309498.5
2297,266381.3
2298,323920.6
2299,359784.0
2300,299900.0
2301,285799.9
2302,227600.0
2303,263136.0
2304,256780.0
2305,153190.0
2306,153190.0
2307,192620.0
2308,217556.1
2309,301238.3
2310,250950.0
2311,188093.3
2312,220178.5
2313,170491.0
2314,228444.8
2315,184136.4
2316,172038.8
2317,154800.0
2318,170362.8
2319,214265.0
2320,194785.0
2321,229572.2
2322,179775.8
2323,206090.0
2324,197517.0
2325,200784.0
2326,216690.0
2327,202510.0
2328,217600.0
2329,195940.0
2330,190164.0
2331,318800.0
2332,340705.3
2333,276380.0
2334,213450.0
2335,287500.0
2336,293400.0
2337,208298.2
2338,265292.8
2339,277170.0
2340,340072.2
2341,200996.7
2342,199680.0
2343,198545.0
2344,230993.4
2345,220845.6
2346,214886.8
2347,185424.2
2348,241852.8
2349,143300.0
2350,301316.7
2351,258285.0
2352,265652.8
2353,209050.0
2354,182193.2
2355,188272.9
2356,155190.0
2357,227730.0
2358,176695.0
2359,144300.0
2360,124500.0
2361,127890.0
2362,229000.0
2363,156630.0
2364,159480.0
2365,212406.1
2366,227800.0
2367,251200.0
2368,168757.0
2369,265100.0
2370,173083.33333333334
2371,165966.6666666667
2372,180260.0
2373,268297.0
2374,255797.0
2375,277990.0
2376,195650.0
2377,262300.0
2378,178623.33333333334
2379,154715.0
2380,150600.0
2381,172106.6666666667
2382,211840.0
2383,205950.0
2384,259870.0
2385,159760.0
2386,165840.0
2387,121638.3
2388,135650.0
2389,133550.0
2390,154480.0
2391,108326.6
2392,107898.6
2393,153450.0
2394,147350.0
2395,157350.0
2396,172301.6666666667
2397,175150.0
2398,108600.0
2399,75230.0
2400,64740.0
2401,110000.0
2402,134950.0
2403,138550.0
2404,161700.0
2405,162350.0
2406,125500.0
2407,130050.0
2408,148685.0
2409,125050.0
2410,152860.0
2411,130555.0
2412,148750.0
2413,135300.0
2414,131140.0
2415,145800.0
2416,152550.0
2417,140770.0
2418,141635.0
2419,140767.5
2420,123700.0
2421,117880.0
2422,170240.0
2423,118147.6
2424,131990.0
2425,164988.7
2426,83640.0
2427,131000.0
2428,148900.0
2429,111148.6
2430,148650.0
2431,119293.33333333333
2432,140320.0
2433,135770.0
2434,135530.0
2435,148340.0
2436,136930.0
2437,115400.0
2438,129150.0
2439,99600.0
2440,119370.0
2441,98513.0
2442,98605.0
2443,120200.0
2444,87640.0
2445,78590.0
2446,97805.2
2447,253450.0
2448,159700.0
2449,92690.0
2450,135945.0
2451,129673.6
2452,228005.8
2453,118676.6
2454,107590.0
2455,102990.0
2456,128840.0
2457,128243.4
2458,131180.0
2459,116330.0
2460,133840.0
2461,139770.0
2462,130126.8
2463,100490.0
2464,139580.0
2465,157752.5
2466,130570.0
2467,135520.0
2468,101540.0
2469,84885.0
2470,201012.4
2471,196150.0
2472,162615.0
2473,102985.0
2474,105450.0
2475,220180.0
2476,88890.0
2477,138500.0
2478,142600.0
2479,132725.0
2480,147330.0
2481,151800.0
2482,143570.0
2483,130000.0
2484,128900.0
2485,143015.0
2486,166450.0
2487,158790.0
2488,159350.0
2489,158700.0
2490,144000.0
2491,105140.0
2492,180300.0
2493,147640.0
2494,156270.0
2495,110870.0
2496,151200.0
2497,148800.0
2498,127695.0
2499,104500.0
2500,129485.0
2501,143050.0
2502,140350.0
2503,95960.0
2504,194350.0
2505,209400.0
2506,249827.0
2507,266797.4
2508,258235.0
2509,249025.0
2510,220845.6
2511,188191.5
2512,213149.9
2513,200640.0
2514,314100.0
2515,156000.0
2516,181848.0
2517,130000.0
2518,182500.0
2519,205383.5
2520,225430.0
2521,228300.0
2522,200879.9
2523,138420.0
2524,146420.0
2525,154250.0
2526,141125.0
2527,175400.0
2528,128150.0
2529,132310.0
2530,127180.0
2531,220750.0
2532,191177.9
2533,210780.0
2534,271985.6
2535,276771.3
2536,299680.0
2537,309646.3
2538,219970.0
2539,177176.0
2540,167565.0
2541,229495.0
2542,131300.0
2543,129700.0
2544,128450.0
2545,182540.0
2546,135700.0
2547,146895.0
2548,162550.0
2549,146217.4
2550,218875.0
2551,148960.0
2552,118250.0
2553,124137.5
2554,168140.0
2555,128970.0
2556,123640.0
2557,120575.0
2558,152530.0
2559,108990.0
2560,159820.0
2561,130670.0
2562,140420.0
2563,114150.0
2564,167140.0
2565,153140.0
2566,117980.0
2567,111675.0
2568,172400.0
2569,193050.0
2570,119500.0
2571,145109.9
2572,196200.0
2573,229000.0
2574,247900.0
2575,139000.0
2576,109090.0
2577,101790.0
2578,101033.0
2579,66281.1
2580,120460.0
2581,119187.5
2582,104100.0
2583,295650.0
2584,151600.0
2585,158750.0
2586,234037.2
2587,184550.0
2588,165840.0
2589,150500.0
2590,208255.6
2591,169940.0
2592,229595.0
2593,240381.2
2594,230680.0
2595,245800.0
2596,269700.0
2597,191800.0
2598,242695.0
2599,354172.2
2600,167898.0
2601,176313.3333333333
2602,81750.0
2603,84800.0
2604,85250.0
2605,86960.0
2606,155425.0
2607,169540.0
2608,183894.0
2609,148280.0
2610,120800.0
2611,151811.4
2612,154500.0
2613,147540.0
2614,130850.0
2615,153950.0
2616,146050.0
2617,137700.0
2618,190200.0
2619,217840.0
2620,186750.0
2621,214560.0
2622,188275.0
2623,306725.6
2624,231626.0
2625,309050.0
2626,186120.0
2627,183800.0
2628,482178.9
2629,507536.6
2630,374300.0
2631,515510.4
2632,415255.0
2633,298888.3
2634,367878.8
2635,169500.0
2636,174700.0
2637,149150.0
2638,249000.0
2639,183270.0
2640,174930.0
2641,111200.0
2642,169486.53333333335
2643,135950.0
2644,116200.0
2645,104750.0
2646,103381.66666666666
2647,107075.0
2648,134345.8333333333
2649,132190.0
2650,166720.0
2651,141550.0
2652,450419.7
2653,281272.9
2654,201588.0
2655,335042.6
2656,384827.0
2657,325809.2
2658,290093.2
2659,306991.9
2660,328081.9
2661,344291.0
2662,346800.0
2663,292832.6
2664,305456.1
2665,310438.3
2666,298986.1
2667,181030.0
2668,226157.0
2669,160072.8
2670,306470.0
2671,207041.7
2672,191243.0
2673,170477.2
2674,161888.6666666667
2675,192916.0
2676,194960.0
2677,198349.0
2678,203588.0
2679,257180.0
2680,249300.0
2681,346205.3
2682,242850.0
2683,592804.3
2684,287750.0
2685,313760.0
2686,301942.5
2687,303839.7
2688,244830.0
2689,235041.2
2690,454999.9
2691,179429.0
2692,190730.0
2693,207700.5
2694,153250.0
2695,205098.7
2696,197330.0
2697,184899.0
2698,188000.0
2699,172150.0
2700,178150.0
2701,178036.4
2702,125300.0
2703,167700.0
2704,136800.0
2705,124825.0
2706,135200.0
2707,115248.6
2708,138450.0
2709,144615.0
2710,141485.0
2711,254400.0
2712,269580.0
2713,162483.0
2714,149049.97333333333
2715,165683.33333333334
2716,157695.0
2717,183010.0
2718,219810.0
2719,158945.0
2720,171140.0
2721,135300.0
2722,141035.0
2723,140700.0
2724,144160.0
2725,138200.0
2726,131850.0
2727,167050.0
2728,171550.0
2729,153620.0
2730,144630.0
2731,103770.0
2732,124662.5
2733,126950.0
2734,140600.0
2735,129290.0
2736,130750.0
2737,127550.0
2738,129050.0
2739,162990.0
2740,155400.0
2741,128370.0
2742,156600.0
2743,131375.0
2744,136650.0
2745,142470.0
2746,108200.0
2747,132010.0
2748,132170.0
2749,134150.0
2750,162600.0
2751,136900.0
2752,229400.0
2753,157400.0
2754,175950.0
2755,139170.0
2756,73800.0
2757,78300.0
2758,107990.0
2759,135855.0
2760,101375.0
2761,161200.0
2762,163900.0
2763,165390.0
2764,178370.0
2765,282940.0
2766,110290.0
2767,94713.0
2768,140160.0
2769,133500.0
2770,154160.0
2771,120690.0
2772,131900.0
2773,162318.7
2774,127712.5
2775,98890.0
2776,143322.5
2777,150680.0
2778,130670.0
2779,112730.0
2780,105890.0
2781,93000.0
2782,107660.0
2783,93125.2
2784,113350.0
2785,99200.0
2786,58030.0
2787,127910.0
2788,77770.0
2789,164810.0
2790,126760.0
2791,124295.0
2792,72560.0
2793,198200.0
2794,113900.0
2795,135553.4
2796,120050.0
2797,210409.4
2798,102175.0
2799,125060.0
2800,85050.0
2801,120450.0
2802,133880.0
2803,177675.0
2804,146680.0
2805,126440.0
2806,94990.0
2807,157090.0
2808,153650.0
2809,150900.0
2810,126600.0
2811,128000.0
2812,138150.0
2813,152500.0
2814,143400.0
2815,187550.0
2816,227650.0
2817,141350.0
2818,140370.0
2819,176180.0
2820,120280.0
2821,127193.4
2822,178850.0
2823,183550.0
2824,135240.0
2825,138680.0
2826,148500.0
2827,154120.0
2828,200780.0
2829,186100.0
2830,223817.0
2831,180570.0
2832,211540.0
2833,305880.0
2834,219117.0
2835,213149.9
2836,191537.0
2837,166330.0
2838,146850.0
2839,167500.0
2840,184037.0
2841,193000.0
2842,217900.0
2843,146850.0
2844,155298.0
2845,132310.0
2846,218120.0
2847,203515.0
2848,250130.0
2849,217600.0
2850,271862.4
2851,263700.0
2852,223680.0
2853,246340.0
2854,143090.0
2855,198979.9
2856,229999.6
2857,184119.0
2858,176884.0
2859,109355.2
2860,120175.0
2861,156860.0
2862,206140.0
2863,178363.33333333334
2864,212490.0
2865,148960.0
2866,136987.5
2867,103090.0
2868,143327.5
2869,99455.2
2870,139185.0
2871,91255.2
2872,68862.2
2873,117850.0
2874,144650.0
2875,137940.0
2876,156780.0
2877,119590.0
2878,159190.0
2879,129450.0
2880,127193.4
2881,168300.0
2882,143400.0
2883,155270.0
2884,200027.9
2885,210400.0
2886,143888.7
2887,117740.0
2888,114150.0
2889,72317.6
2890,84940.0
2891,147090.0
2892,77330.0
2893,137950.0
2894,68400.0
2895,259400.0
2896,255400.0
2897,176530.0
2898,159550.0
2899,247500.0
2900,160830.0
2901,197550.0
2902,186080.0
2903,287271.3
2904,342286.1
2905,139119.1
2906,213260.0
2907,122545.0
2908,137950.0
2909,154341.0
2910,80750.0
2911,81750.0
2912,156845.5
2913,89700.0
2914,89700.0
2915,83150.0
2916,84050.0
2917,161180.0
2918,161800.0
2919,253800.0
